标题,rate,链接,提取码
布鲁克林警察,7.4,https://pan.baidu.com/s/1mzSCVdny1iDDeZhoh-Oy1g,qxaw
碟中谍5：神秘国度,7.8,https://pan.baidu.com/s/1MXco2uq4YsFcUuNGdxeE_w,0kbv
新木乃伊,4.8,https://pan.baidu.com/s/1MWVEhMU0q2u25Ewosw-Nzg,2333
变形金刚,8.2,https://pan.baidu.com/s/1MtrtkyWKXc1pdKvqQlqJHw,4fyk
黑客帝国3：矩阵革命,8.7,https://pan.baidu.com/s/1mTmnb_B-uzeE20YNRLmzsg,8888
指环王1：魔戒再现,9.0,https://pan.baidu.com/s/1MtFVoVCI4vL8n2RfwGdWTA,ne9z
少林足球,7.9,https://pan.baidu.com/s/1mRD0_cm5JD4dtBx8pxYMsg,qxd1
攻击链,5.8,https://pan.baidu.com/s/1MR6mvMGcgCmp2RcNDBRm4w,2333
杀死比尔2,8.0,https://pan.baidu.com/s/1mkQH5N4jitb30sDi18fxTQ,2333
废柴特工,6.1,https://pan.baidu.com/s/1mJWrt7TICiFqN-3bCE2QtQ,lnaz
黑客帝国2：重装上阵,8.6,https://pan.baidu.com/s/1MIZ0uVGme9lq75T8QjO_Ww,8888
澳门风云2,5.5,https://pan.baidu.com/s/1miYEDz2Aq7qjG5SVuoWSNg,8s9f
空战英豪,7.4,https://pan.baidu.com/s/1mI64i61WBOUA4B1ndzdaPw,2333
海贼王剧场版7：机关城的机械巨兵,7.7,https://pan.baidu.com/s/1mI5zzCUv5KaDAxvwTRxo_w,kuue
僵尸先生,8.3,https://pan.baidu.com/s/1mhxKGf5GmQeONeUc_2gI,2333
同窗,6.6,https://pan.baidu.com/s/1MH71rJZcOcxpgY8KNb9Y7A,2333
狩猎,7.3,https://pan.baidu.com/s/1ME0Qn7BbhaLiBBO9Aj6u-Q,ypxh
狩猎,5.8,https://pan.baidu.com/s/1ME0Qn7BbhaLiBBO9Aj6u-Q,ypxh
狂暴飞车,5.8,https://pan.baidu.com/s/1MDcCmbz1LyjqUvHAVimq-A,2333
不汗党,7.5,https://pan.baidu.com/s/1MAtajRQQeMnLw7Z_xN2qmw,uxtf
老鼠爱上猫,5.6,https://pan.baidu.com/s/1m5WbOe9MfguC6v2o_IqNPA,07qh
速度与激情3：东京漂移,6.8,https://pan.baidu.com/s/1m5p9oUCBHAjew_aRuRmxcg,qakf
火星异种,5.0,https://pan.baidu.com/s/1m4YHgfO7huULYO-yElCuSg,gilg
杀破狼·贪狼,7.1,https://pan.baidu.com/s/1M4swljOqugSuXSKA4UoisA,2333
2012,7.9,https://pan.baidu.com/s/1Ly5jQPNrgSN2TJ5EHYCi5w,f78b
星际之门,7.2,https://pan.baidu.com/s/1lxVjRlyz4IRveiVMRQV8IA,e38c
素人特工,3.5,https://pan.baidu.com/s/1ltI_x8bzr621ff59ZTmlHQ,5rsf
再造战士,6.6,https://pan.baidu.com/s/1LovUqCAUZNzVSFPq7d9kIQ,0jb9
金刚,7.9,https://pan.baidu.com/s/1Lons9ok5U4f7IBxWBZ66yQ,om8g
金刚,7.6,https://pan.baidu.com/s/1Lons9ok5U4f7IBxWBZ66yQ,om8g
洪福齐天,6.5,https://pan.baidu.com/s/1Lnx4sT0bU1LfU_STq7-2Uw,upg3
机械师,7.0,https://pan.baidu.com/s/1Lnn7co8WKfM-534iiFccYA,2333
第一滴血5：最后的血,7.5,https://pan.baidu.com/s/1LMZaGkseUQmGQrFcNtopPw,nd0a
杀戮指令,5.8,https://pan.baidu.com/s/1lLRI_wji07SXUGXuVuUpYw,2333
谍影重重4,6.8,https://pan.baidu.com/s/1LkrVHubvMeo30GgX7p4Oeg,2333
异形魔怪2,6.3,https://pan.baidu.com/s/1lJfSgHM4YkOwZBCj1giZrQ,t5mo
四兄弟,7.1,https://pan.baidu.com/s/1LFpAAHoEqVK_Pwp5ZpDq3A,47dh
逃组,6.4,https://pan.baidu.com/s/1lAvuJ9_zss3JayiXUrfo5Q,amq5
狂蟒之灾4,4.6,https://pan.baidu.com/s/1L9ckqdrOoTf3tt8ggdvGUA,2333
加勒比海盗5：死无对证,7.2,https://pan.baidu.com/s/1l7Xgf7kVK2XvpiNEQsERmg,k09j
极限逃生,7.5,https://pan.baidu.com/s/1l5Jxk3yKYGgwoS3RTcKVxA,2333
尖峰时刻,7.1,https://pan.baidu.com/s/1l4IhEB54otzin6NuBj_LzA,2333
极盗者,7.0,https://pan.baidu.com/s/1KZZxnn9l9GR4R2pGrJUHAg,972o
最终幻想7：圣子降临,8.3,https://pan.baidu.com/s/1KYlJEKx2QmDKZziHxqgftg,86os
速度与激情,7.8,https://pan.baidu.com/s/1KXQMK8umKYqur7zFZAeBgw,eabu
罗小黑战记,8.2,https://pan.baidu.com/s/1KuEgxXf3WUbGeg5um7V2CQ,uiat
丧尸乐园2,6.8,https://pan.baidu.com/s/1kSPf7dBLpvBG69ZJ2eafvw,djpd
航班蛇患,6.2,https://pan.baidu.com/s/1kRZF3gYdecYKZk8X_NNVDg,2333
变形金刚3,7.2,https://pan.baidu.com/s/1krLPL2sn_Wjq791iD6mpjg,e624
正义联盟,6.5,https://pan.baidu.com/s/1kLe_ij0Z_axjXsFrc8tHSQ,m21r
鼹鼠之歌,6.7,https://pan.baidu.com/s/1Kh4JYWaCWABxfz0EDLf5MA,2333
极盗车神,7.0,https://pan.baidu.com/s/1Kex5ItFVG13wvItavzHdmw,2333
七武士,9.2,https://pan.baidu.com/s/1kDOyFSCt9MBThqGcapVNcA,7u4i
毒液：致命守护者,7.2,https://pan.baidu.com/s/1KD7qkAstPXm7yg4kTmDCqA,jtgb
锦衣卫,5.9,https://pan.baidu.com/s/1ka6mw-PnrRSE-johR1akhw,u36w
木乃伊,7.8,https://pan.baidu.com/s/1K89jY4Hnu2MTjRXEBshz2Q,2333
极品飞车,7.2,https://pan.baidu.com/s/1K79212qLnH_mqSnd5U0chQ,dsj6
勇敢者游戏2：再战巅峰,6.0,https://pan.baidu.com/s/1k72LkS53KxmllynkP-DSbg,na5q
中南海保镖,7.6,https://pan.baidu.com/s/1K4qkwHg_lU_qooW_c5tqMQ,2333
角头,5.6,https://pan.baidu.com/s/1k4Cg3BK-pOSrcIQ6XKfNSQ,f24w
独立日,8.1,https://pan.baidu.com/s/1k4aFTfg4gkrfpDlS2rjaDg,2333
女间谍,7.5,https://pan.baidu.com/s/1k1I4SnY91No3KakMi3_Myg,2333
不二神探,4.7,https://pan.baidu.com/s/1K-nQboBhrs9TZsdxATOMgQ,2333
哥斯拉：噬星者,5.9,https://pan.baidu.com/s/1k_vQsjD2OwmMpjSsK7N2BA,2333
无所不能,7.1,https://pan.baidu.com/s/1jzo7EZptAY6rNBJ4qUMUOQ,dn43
星球大战前传1：幽灵的威胁,8.2,https://pan.baidu.com/s/1JydUW3x0bKdiCK-hoWdPDQ,eptk
黑衣人：全球追缉,5.6,https://pan.baidu.com/s/1jY_pYvDqjLfjA40cY0mqgA,2333
勇敢的心,8.9,https://pan.baidu.com/s/1JxYUxxsoKMZQRv_mes-mXA,2333
天龙特攻队,7.6,https://pan.baidu.com/s/1jVo1VubtsT44ee0gHaXOpg,2333
终结者：黑暗命运,6.9,https://pan.baidu.com/s/1JTwhmzgFPbxw6ZfIDYPK_Q,4ag4
第九分局,5.4,https://pan.baidu.com/s/1jRrgZZab-XHoZuH0C4w1mg,2333
浪客剑心：传说的完结篇,8.0,https://pan.baidu.com/s/1jQPy66_ta1JS4JCz9FEvNQ,2333
终极斗士3：赎罪,7.8,https://pan.baidu.com/s/1jQCC-CvAciq3SRplAfnDIQ,qcxr
关键第四号,6.1,https://pan.baidu.com/s/1jPz3KOPJOuutdo8-jA5m-Q,5vln
新乌龙院之笑闹江湖,3.6,https://pan.baidu.com/s/1jPVeX6pLZfgfcUNBEnSpNg,5rcv
撕裂的末日,7.5,https://pan.baidu.com/s/1JniA1D0bhWpHNLZXlIk0-g,2333
速度与激情5,8.4,https://pan.baidu.com/s/1JN0bm2Vg2lPNkTIDCcR0_A,vgbg
尖峰时刻2,6.9,https://pan.baidu.com/s/1JLWHNtstUQnOJtOazqwItA,2333
超人：钢铁之躯,7.1,https://pan.baidu.com/s/1jl7Y_Oj3OEvjSIHbQKk-yw,sag3
异形3,7.2,https://pan.baidu.com/s/1JHCF2ZyF4Rp_EY3MoYUhPg,2333
手机,6.8,https://pan.baidu.com/s/1JFwHvzIBZp9RAKBNCnZ22A,2333
王牌大贱谍,6.2,https://pan.baidu.com/s/1JDZeHgX2hfqMdcFb0-F7yw,2333
死亡塔,6.8,https://pan.baidu.com/s/1jDpdMXfYjOqx80M3yDZUaQ,33hl
城市猎人,7.6,https://pan.baidu.com/s/1jbBV_YPms3wRT8NkKaU23w,l0k2
城市猎人,7.2,https://pan.baidu.com/s/1jbBV_YPms3wRT8NkKaU23w,l0k2
速度与激情7,8.3,https://pan.baidu.com/s/1JB0kHknDgo013EYs5EXvkQ,xv4a
老男孩,8.2,https://pan.baidu.com/s/1jAIM1XxsysACme6DbRn4cQ&shfl=sh,2333
老男孩,6.5,https://pan.baidu.com/s/1jAIM1XxsysACme6DbRn4cQ&shfl=sh,2333
白头神探3,7.6,https://pan.baidu.com/s/1J9qkkF7q8m3YYkxoJI7DpA,2333
绣春刀II：修罗战场,7.2,https://pan.baidu.com/s/1j8_xamgSO3yu3YqrGLtx3Q,rwz8
惊天营救,7.1,https://pan.baidu.com/s/1j7Lclg2WXt-kLoTaXqTqYg,qsqh
X战警：逆转未来,8.2,https://pan.baidu.com/s/1j5sHO8efb-yS8dT7bWGkdA,rill
寄生兽,7.4,https://pan.baidu.com/s/1j5pxvmZyEHDgZ2KvQovEGA,izgm
杀手餐厅,5.5,https://pan.baidu.com/s/1j-pHVX6grb0ScK52V1H4RA,urwd
荒野猎人,7.9,https://pan.baidu.com/s/1IwsYfE6G2YWreGPb9_OZhw,siqu
寒战2,7.0,https://pan.baidu.com/s/1iTvqGCpdDRm0nvDrjpFC7w,2333
田禹治,7.2,https://pan.baidu.com/s/1iTn-yqLGOsMt7KNoMtmL1Q,a3hy
狂蟒之灾3,5.0,https://pan.baidu.com/s/1IsY9zpPntBtwfXuQN7yG2g,2333
神之一手：鬼手篇,6.9,https://pan.baidu.com/s/1IQcb6cH4g1BWj3KNmSAaHA,2333
被解救的姜戈,8.7,https://pan.baidu.com/s/1IosEjvvPB2czEFZbc1IJzw,2333
惊天战神,5.8,https://pan.baidu.com/s/1iMGErEYh6ZeP3L0kqi07RA,k2au
协商,7.0,https://pan.baidu.com/s/1ILKMGoYJIb8DU6VossoATw,eyvm
白发魔女传,7.7,https://pan.baidu.com/s/1IjHUbJVSByfgutZuruaJFA,gjn8
星际旅行10：复仇女神,7.0,https://pan.baidu.com/s/1IJ6FrEJA6LDIz-rCTbtwSA,bvkc
我要复仇,7.9,https://pan.baidu.com/s/1Ij256vBv6Bg6BRyjzyDjFA,ddg4
敢死队3,6.8,https://pan.baidu.com/s/1iHMsgbndKQC5Nxq3TMQMEg,2333
杀破狼2,7.4,https://pan.baidu.com/s/1iGUdxNVbCOuVXyi5Qikh8A,2333
蝙蝠侠：黑暗骑士,9.2,https://pan.baidu.com/s/1ig-vhBM_585CYFr2H2PV-Q,7rls
王者之心,7.1,https://pan.baidu.com/s/1IFs0DwN9EGLJiQFlBemRbg,2333
武侠,6.6,https://pan.baidu.com/s/1Idna1KELRas06c__bCWgmg,2333
重返地球,5.6,https://pan.baidu.com/s/1i5b8DSW2ewBRrt-x9uKnXQ,pemu
美国队长,7.0,https://pan.baidu.com/s/1I0lRgJo2XYxooL7_ir4Pug,klso
美国队长,7.1,https://pan.baidu.com/s/1I0lRgJo2XYxooL7_ir4Pug,klso
超级妈妈,6.8,https://pan.baidu.com/s/1I_6L_zFqUH5ASLRR3u_skQ,2333
边境杀手2：边境战士,6.7,https://pan.baidu.com/s/1HZktoSJ6ElVs_J0IdYDruQ,ryb2
扫毒,7.4,https://pan.baidu.com/s/1hzEIg9VvyyDECXgOpIdxAg,gymy
盗火线,8.5,https://pan.baidu.com/s/1HYR_gG1yMR9LuycbhVNZEw,dm3q
六天七夜,6.8,https://pan.baidu.com/s/1HY5qH3qFBsB-3RDiMDK03w,i9ac
夺命手机,6.2,https://pan.baidu.com/s/1HxH5yoYE0Fxio42kTd5Xhw,j8pb
唐山大兄,7.8,https://pan.baidu.com/s/1hWzX8y2bKVBEIpzM-mM3ow,dj46
东邪西毒,8.6,https://pan.baidu.com/s/1hVx41JGHJfuzwd-00F4q0w,5svj
一代宗师,8.0,https://pan.baidu.com/s/1HTkr128xe0Aa9xswgSvpvg,2333
东京攻略,6.4,https://pan.baidu.com/s/1HRlWV_MGPxptZsusXWaRSg,2333
天下无贼,7.9,https://pan.baidu.com/s/1HQWqMDjfH1O5hxI2tnxSdA,bimc
速度与激情6,7.8,https://pan.baidu.com/s/1hO-sIpO9uCyq8pLehjyhUw,k08b
马克思·佩恩,5.5,https://pan.baidu.com/s/1HNbwwnj2cDS9Cz10uek0EA,izvd
冰峰暴,4.6,https://pan.baidu.com/s/1Hn2Wu2BXwPcCbcBjzm5mDw,p4t6
天地逃生,6.1,https://pan.baidu.com/s/1hJoajRyyFVvFb0b42uw5Iw,w4sb
金刚不坏,7.6,https://pan.baidu.com/s/1hhXfGe9WXKIC0srw5XWYeg,utlp
虎胆龙威3,7.9,https://pan.baidu.com/s/1HeX6K2hR6H5uVSalQ5tPzw,6m42
艾丽卡,5.4,https://pan.baidu.com/s/1HeMAA9F3a3bsXRZXA5VcQA,de2c
马永贞,6.9,https://pan.baidu.com/s/1HDOjEIp8QMOl19rU4XVM_w,b5kz
青年警察,7.5,https://pan.baidu.com/s/1HdhqxniHim2PFvlWCLIwJQ,2333
武林外传,6.4,https://pan.baidu.com/s/1ha2BPbmDZkNmirnfl33G6Q,tkwb
我是杀人犯,7.5,https://pan.baidu.com/s/1H9Zqv_c67FFr0jBibHFutQ,m2rz
真实的谎言,8.2,https://pan.baidu.com/s/1h5LUEHBJ1pgYt8Bt1dQKUg,2333
神话,6.7,https://pan.baidu.com/s/1h3L2uDMhv2xZQIvo7W9viQ,2333
第一滴血4,7.4,https://pan.baidu.com/s/1h16DLkyIE8S73TtSVkKPWg,2333
藏品,6.9,https://pan.baidu.com/s/1gzJr2VtXUwu7tJjZdJirPw,2333
荒野大镖客,8.4,https://pan.baidu.com/s/1gWntBY_KauUIUv87tOm3Tw&shfl=shareset,2333
卑劣的街头,7.9,https://pan.baidu.com/s/1gWI5WeKMyVZjgJK5QNVtWg,oz0l
投名状,7.3,https://pan.baidu.com/s/1GU9qZo0wpvNGwuVI15GnjA,9tmp
移动迷宫,6.9,https://pan.baidu.com/s/1gSj6x-KQLZJggO68GPeOZA,e357
黑侠2,5.0,https://pan.baidu.com/s/1gR_6eKjz5iPQCRx4F6cG6g,glfz
蜘蛛侠：英雄远征,7.7,https://pan.baidu.com/s/1GQyJqOlUlDcgHqcs5DiXyQ,pya6
洛奇4,7.6,https://pan.baidu.com/s/1GQc_jrIkXilH6Fv3Rf5qGQ,2333
超胆侠,5.8,https://pan.baidu.com/s/1Gq5eIIfeKxLpr10zFP9pAA,i4em
红河,8.2,https://pan.baidu.com/s/1GPKYE9mdT-vLcUGfAxAunw,2333
疾速追杀,7.6,https://pan.baidu.com/s/1gp4pyDeuU0rzKCOe6idqIA,rgru
谍影重重3,8.8,https://pan.baidu.com/s/1gOEfllAdtZmI-vQLeYWEtw,2333
雷神,7.1,https://pan.baidu.com/s/1gkuwEWhRLSVLP8STTNx1uA,2333
惊奇队长,6.9,https://pan.baidu.com/s/1GJZVWU-ArWn6P_-HEKTAWg,tmw9
特工强档,6.7,https://pan.baidu.com/s/1GHc9Jy9qEMp3WQjBRznpIw,asok
超凡蜘蛛侠2,7.5,https://pan.baidu.com/s/1GgbAnV_n5N1sfK6ua8yXyg,3bmt
狂野目标,7.5,https://pan.baidu.com/s/1gDQX0uldXVTEmXQythjM7Q,ltpg
热血高校2,8.0,https://pan.baidu.com/s/1gDo6GnmYV86N_CXuy3gcCg,aky3
国产凌凌漆,8.3,https://pan.baidu.com/s/1GB6CfjdU6mq4MguVkGCQRw,75bw
终结者,8.1,https://pan.baidu.com/s/1G6m6RV8kt8V2lEIYemffAQ,2333
水浒传之英雄本色,7.2,https://pan.baidu.com/s/1G_q672-eyem9FpBqJqj1qQ,r7or
时间机器,7.1,https://pan.baidu.com/s/1fzoNK2bOlQ0SgwgJJNOFNg,w6ie
给爸爸的信,7.8,https://pan.baidu.com/s/1fxT2IZ7dKjqWtpAoPgzkTw,y09w
巴霍巴利王：开端,7.4,https://pan.baidu.com/s/1fVDyDVs1a9L9iLGdEe5ftA,0gj7
法国贩毒网,7.7,https://pan.baidu.com/s/1ftdDRI0-wsZEqU4Niioqew,2333
笑破铁幕,7.9,https://pan.baidu.com/s/1fSV0E99B5QMNIGl3Y_xkQA,7gu4
敢死队2,6.9,https://pan.baidu.com/s/1fSOXeKOHbKAlrFXTefDn-w,2333
柏林,7.4,https://pan.baidu.com/s/1FOkrur8pFn7mI32n1LJFog,2333
精英部队,8.0,https://pan.baidu.com/s/1FNWht5ogkvcO-dqs6E35og,2333
世界尽头,7.4,https://pan.baidu.com/s/1FitqvPgYqzSblLbAwGIoVw,bwqh
蜘蛛侠：英雄归来,7.4,https://pan.baidu.com/s/1FHqmmlys3GaWDJ9BSG4h2w,1e31
史密斯夫妇,7.7,https://pan.baidu.com/s/1FHbGc49idMzNARllWSyRvA,pesj
黑白森林,6.5,https://pan.baidu.com/s/1FH1FsHQRrpyEWVvSGSfEpQ,jppf
白头神探,7.7,https://pan.baidu.com/s/1FFecC-YdbvCaOnoRlFiUjA,2333
赌圣,7.7,https://pan.baidu.com/s/1Ffe4Ejmu66Gv3XRpAxXbHg,2333
星际旅行6：未来之城,7.7,https://pan.baidu.com/s/1FfaOvrmxNISZNH7jzEukQQ,e6s8
危机：龙潭之战,6.5,https://pan.baidu.com/s/1FBUrXUO_IYafahdMCJ76pA,2333
反斗神鹰2,7.6,https://pan.baidu.com/s/1fb-qbzzm-DzOAOJjYtACBg,2333
红海行动,8.3,https://pan.baidu.com/s/1f828xsYQLNOJCf7pquLBlg,fowh
圣杯神器：骸骨之城,5.6,https://pan.baidu.com/s/1f5ct1-5rpbl3oRauv75f9A,2333
暗战,8.5,https://pan.baidu.com/s/1F535oJbKJHWJrNI4oNSawQ,2333
康斯坦丁,7.9,https://pan.baidu.com/s/1F32uhz-t4RhJZ_Q7Xj508A,y1he
喋血街头,8.2,https://pan.baidu.com/s/1f-xYysP4FUaQuRyRxcSN9g,seu7
枪王,8.1,https://pan.baidu.com/s/1F_zJqTwYyGmqMfHrDcsy1Q,zw0x
一步之遥,6.5,https://pan.baidu.com/s/1f_XMCQb2EZ90JxQr-pBzeA,2333
奇门遁甲,7.9,https://pan.baidu.com/s/1eYqfdE9UwEJhXQcB8ymwTQ,gmtv
杀出个黎明,7.5,https://pan.baidu.com/s/1Ey2PWkhxLaF-pN9jCiMRjw,qlrz
低压槽：欲望之城,4.4,https://pan.baidu.com/s/1EXDkhcyfWN4cu_XOmrzKKg,grs1
狂蟒之灾2,6.4,https://pan.baidu.com/s/1eTmpI_51q0V7-bRoiS9TxA,2333
头文字D,7.5,https://pan.baidu.com/s/1ErJiXkOYlpfUBxX9GvPWMQ,2333
猛龙过江,8.4,https://pan.baidu.com/s/1EpHRv1CfWIv8nGdJqDjEzw,ck3t
疾速特攻,7.7,https://pan.baidu.com/s/1emoU-Ov_n6BgMpCeKYC6KQ,2333
战狼2,7.1,https://pan.baidu.com/s/1EmmuD0xtN4YaR-4Gz784aA,8wxs
超级英雄,6.7,https://pan.baidu.com/s/1el02iMx9LY8mLeIEb3cp3A,2333
超级英雄,6.4,https://pan.baidu.com/s/1el02iMx9LY8mLeIEb3cp3A,2333
冬荫功2：拳霸天下,5.7,https://pan.baidu.com/s/1EFsgIeb6cPS9ojJij0Bsqg,4swc
神探,8.5,https://pan.baidu.com/s/1EeI0kSC7Kf5oV3gPIXKXhQ,rtdy
复仇者联盟2：奥创纪元,7.5,https://pan.baidu.com/s/1EdGGUuqwm2b0YyRo-sQewQ,6s1u
战狼,6.9,https://pan.baidu.com/s/1EdfMWqieO4rucNZp1AvuiA,lhps
黑暗正义联盟,7.5,https://pan.baidu.com/s/1EBMDOhsDo0WkIjnDMh9EJg,i6r3
洛奇3,8.1,https://pan.baidu.com/s/1ebAWo8R-xg2DjfT7zVSG1Q,2333
复仇者联盟4：终局之战,8.5,https://pan.baidu.com/s/1eb7SADobdhtL6DStl3hfvA,jsvg
忍者神龟：变种时代,6.5,https://pan.baidu.com/s/1e9pRN282y5jrqfvtVWgB8A,3svn
蜘蛛侠：平行宇宙,8.6,https://pan.baidu.com/s/1E9OFTJHFH_xYyTuCwqtcMA,2333
诸神之怒,6.0,https://pan.baidu.com/s/1E7JCv4pVEs_1TLTlFiwQEg,fd7u
漫画威龙,6.9,https://pan.baidu.com/s/1E6RU8eSVsaaeqEgFyzBWzg,axdk
白虎,6.4,https://pan.baidu.com/s/1E4Kk8aJ5t-p1xLXKPqypKg,2333
鹿鼎记,8.1,https://pan.baidu.com/s/1E2CBLvNw2VOldVeEoZ62ng,2333
毁灭战士：灭绝,3.8,https://pan.baidu.com/s/1e03_QZeNdaUOpXF_ymKijw,2333
卡桑德拉大桥,8.3,https://pan.baidu.com/s/1E_3gdBKYFDkgNXXiNP8q2w,ef94
伦文叙老点柳先开,6.9,https://pan.baidu.com/s/1dyPDiEJtZH3548tmnEJkSQ,3js4
鬼吹灯之龙岭迷窟,3.0,https://pan.baidu.com/s/1dWYtENFoz8GDejiK8tjsEw,zg88
冲出宁静号,7.2,https://pan.baidu.com/s/1DUd82bXfJRexF-XlYcXAMA,0nwy
踏雪寻梅,7.4,https://pan.baidu.com/s/1DQl2561aAOUNgY3DfafYSg,2333
星球大战7：原力觉醒,7.2,https://pan.baidu.com/s/1dpU6KALYwibcIcQ57CeXwA,9dm5
星际旅行9：起义,7.3,https://pan.baidu.com/s/1djRZgSTBEjwiNx1GZPRrPg,h6im
反斗神鹰,7.3,https://pan.baidu.com/s/1Dj2VXyWJWe5iuY1f5QVqwQ,2333
超狗任务,6.4,https://pan.baidu.com/s/1dh8E12ubHDG6sq0swl0paA,xdod
变形金刚5：最后的骑士,4.9,https://pan.baidu.com/s/1dH4HlsaSbapGpM4cyPBVsw,2333
绿巨人浩克,6.7,https://pan.baidu.com/s/1DdlunbYzgbS1vt6-R-3tsQ,afcg
巴黎危机,6.5,https://pan.baidu.com/s/1Db2rPmcUED0q2wWVeWRoZg,2333
精灵宝可梦：超梦的逆袭·进化,6.9,https://pan.baidu.com/s/1DacWTXVVAdBw0te33y8rCA,m14b
邻家特工,6.2,https://pan.baidu.com/s/1d2lluPD4jx9BGc5vjYx-HA,1x0p
终极斗士2,7.4,https://pan.baidu.com/s/1d25hH7vhaXKhKALo_BdJXA,wlkj
特工争风,6.6,https://pan.baidu.com/s/1Czfpl2sKS5ohMarzpa2nlw,2333
江山美人,4.6,https://pan.baidu.com/s/1CyKbYajwFdcsPv6D52wqtQ,u2kz
移动迷宫3：死亡解药,5.3,https://pan.baidu.com/s/1CxEmUtpjLnZWA8172K1W9g,r8u4
精英部队2：大敌当前,8.7,https://pan.baidu.com/s/1cx_bp2Nwtlb08r71YLfvvw,2333
钢铁侠3,7.8,https://pan.baidu.com/s/1CWCz05xKYZjNdvpD6Ls6JA,0c2e
升级,8.1,https://pan.baidu.com/s/1CW3lqnBk0OA3O1m213oPBg,2333
英伦对决,7.1,https://pan.baidu.com/s/1CVpRptlAxgR6g5_qfcC3Vg,s4v4
美国队长3,7.9,https://pan.baidu.com/s/1CUzSDMpY2fZuo30khBSWIQ,5vdq
饥饿游戏3：嘲笑鸟(下),6.4,https://pan.baidu.com/s/1CsPKeSFEuSb56hI4g9kgAw&shfl=shar,2333
第九区,8.2,https://pan.baidu.com/s/1Cny3hiKtuq-d0txmNM0BxQ,2333
龙潭虎穴,6.3,https://pan.baidu.com/s/1CMwmgexGsyqfIwNC6XcZWg,ahrn
大黄蜂,7.0,https://pan.baidu.com/s/1clq33gbkZmrlagaJU9bpYw,2333
特工绍特,7.2,https://pan.baidu.com/s/1CIo7kUD-znvZ5sy525YjyQ,2333
古墓丽影,7.1,https://pan.baidu.com/s/1cF-RG9RimwzDlJmnHkE8Jg,2333
共助,7.2,https://pan.baidu.com/s/1CEiaTsNWPgFfLCETr5R7mQ,2333
谍影重重2,8.7,https://pan.baidu.com/s/1cC8t-kJCtW244nty5Uanvw,2333
致命武器2,7.0,https://pan.baidu.com/s/1C5Z0hhlTP7yNqFv7mjMcBw,8gh1
澳门风云3,4.2,https://pan.baidu.com/s/1c0ZrfmUtv34WCnHhhZYzmQ,wb5v
星河战队2：联邦英雄,5.3,https://pan.baidu.com/s/1bYS1dKdTZr_oYJAcHiYoVA,daha
侏罗纪世界2,6.7,https://pan.baidu.com/s/1bTK2CfwK0vfeczvUaF3O_A,j7zi
义胆群英,6.9,https://pan.baidu.com/s/1brSTtEqsdKuqCZjGkePtTw,z3jf
功夫梦,6.3,https://pan.baidu.com/s/1BPvCMhILWFJ8XHSAuW26Zg,wncm
中华赌侠,6.3,https://pan.baidu.com/s/1BNcnlmT2abemidoXQ58tfA,2rwi
让子弹飞,8.8,https://pan.baidu.com/s/1bluXgEC1H_zrSaYmu6KG_w,2333
激战,7.9,https://pan.baidu.com/s/1bJVxR7QJwKTjXoUxloJlBg,2333
美国队长2,8.0,https://pan.baidu.com/s/1bjI1zR2ZDz6Xx33HpvD0zA,8hwm
冬荫功,7.3,https://pan.baidu.com/s/1BhUrcJeibSoshQS2UQLc-g,o29e
掠夺者,5.4,https://pan.baidu.com/s/1BCq7ai6SSOqXM3oKtWhQvg,0d4s
纳尼亚传奇2：凯斯宾王子,6.9,https://pan.baidu.com/s/1b8_paQgwIZnJFuh3L_ShSw,2333
巴霍巴利王2：终结,7.1,https://pan.baidu.com/s/1b3msHalUtwbh9LpttzRcbQ,6l2l
剑雨,7.3,https://pan.baidu.com/s/1B0vmU-IUNO2wRg_CJlDhgg,2333
钢铁侠2,7.6,https://pan.baidu.com/s/1AxWBlMfzDfAfjz-TkM-A7g,l60y
空中营救,7.6,https://pan.baidu.com/s/1amf00rSoX3yujT1MDFWgKQ,rzfj
变脸,8.5,https://pan.baidu.com/s/1aLLvil8FS2qRmTcYx5sLEQ,2333
西北偏北,8.2,https://pan.baidu.com/s/1alh0w_Po81wdQYYWBs7neg,2333
天若有情,8.2,https://pan.baidu.com/s/1AjUME3GcOlaziogX_yTKLg,2333
暴力街区13：终极,7.4,https://pan.baidu.com/s/1afZTNFw77sbO0B-lz3KrGQ,fns4
叶问3,6.5,https://pan.baidu.com/s/1aFNAH8TDTGpMCEDwW20T-g,2333
毁灭战士,6.1,https://pan.baidu.com/s/1adhaTE81ujVKxFT8UZfVuA,2333
漫画威龙之大话特务,6.5,https://pan.baidu.com/s/1ABNbD3KEsMWzHmzPgaVvWg,rbe8
无敌浩克,7.0,https://pan.baidu.com/s/1AbdXaD2cXcnzVvXzUQIaMw,5ask
怒海争锋,7.8,https://pan.baidu.com/s/1A4slG_KNzeywc93VgzGD4A,wmf2
猫狗大战,6.8,https://pan.baidu.com/s/19rGiII0KNm_dSIndZf7v0Q,2333
海神号,6.8,https://pan.baidu.com/s/19lKxzGc9Ti1fc5opg1w5ww,5q5o
热带惊雷,6.9,https://pan.baidu.com/s/19jjK28DY9mFVB_GerKB3Sw,tlg0
狗咬狗,8.1,https://pan.baidu.com/s/190D10Dx7W_M30d8jKmmAug,2333
叛狱无间,6.8,https://pan.baidu.com/s/18xW2QdCdGjo4gjpm7e2GCQ,415s
