标题,豆瓣评分,链接,提取码
情书,8.9,https://pan.baidu.com/s/1eTnTn68yOGQloRdO8W-N-Q,2333
罗马假日,9.0,https://pan.baidu.com/s/1eSDGw6jy1gbemr1yagKwLg,2333
三傻大闹宝莱坞,9.2,https://pan.baidu.com/s/1ESCHJfDfVTABT2no0kwr0Q,2333
阿飞正传,8.5,https://pan.baidu.com/s/1ElFyY0y_Xl5Eo2XGknM9dQ,jevg
我的父亲母亲,8.1,https://pan.baidu.com/s/1ei7VsdfSTmGxfXzER6BedQ,n4nf
笑傲江湖2：东方不败,8.4,https://pan.baidu.com/s/1EFwgjH52k-8dh_Qpd9XGsA,q4q1
蓝莓之夜,7.6,https://pan.baidu.com/s/1EdSYy32sKSOLX0WsuvoAVA,vfgm
新流星蝴蝶剑,6.8,https://pan.baidu.com/s/1EdDXZWqVwypNfQq2uALerA,3udv
未知死亡,8.1,https://pan.baidu.com/s/1eAUG2m2UKbsCOgYiHf7evA,i47q
2046,7.6,https://pan.baidu.com/s/1e-qxF1M-0LShJMcMGUxpow,nv2x
两小无猜,8.0,https://pan.baidu.com/s/1DZUMcH4gCXdtQEcxkMZ-8A,lyxz
两小无猜,8.5,https://pan.baidu.com/s/1DZUMcH4gCXdtQEcxkMZ-8A,lyxz
一个购物狂的自白,6.4,https://pan.baidu.com/s/1Dx6bxFaIj9jk8e04Ict_wQ,xh6y
战斗民族养成记,4.7,https://pan.baidu.com/s/1DWKZcu5f_eA7_mRQ0eV5mg,2333
爱情麻辣烫,7.5,https://pan.baidu.com/s/1DWhSfD4pN4Daf3XnJTCDLQ,2333
灿烂人生,9.4,https://pan.baidu.com/s/1DwgapP88PJprXlcAneTWYQ,2333
暖暖内含光,8.5,https://pan.baidu.com/s/1DsymgfOcaE-7efP-T_Stfw,j1u1
心花路放,7.2,https://pan.baidu.com/s/1dPiixnzS0isew49mETPuKQ,wtit
暮光之城4：破晓(下),7.0,https://pan.baidu.com/s/1dMPPavllGGFXnyA4XNQ6HQ,2333
贴身情人,6.8,https://pan.baidu.com/s/1DLp7kbrL05J3uwYH9hhBdg,4h00
乌云背后的幸福线,7.7,https://pan.baidu.com/s/1djZ2li5YE0DuS1dW4rHegA,2333
杀不了的他与死不了的她,7.1,https://pan.baidu.com/s/1dJwd5jXssWJOIJ1qkss0lA,r2nl
天气之子,7.1,https://pan.baidu.com/s/1DJhNulfzXKHU4HR8yeyHWA,571s
婚姻故事,8.6,https://pan.baidu.com/s/1dIT9mvMW-SRY0_U2lzM0BA,ndqp
一生有你2019,4.1,https://pan.baidu.com/s/1DEI4n6HHZpBRD3tB9AdL1Q,h6ef
居家男人,8.1,https://pan.baidu.com/s/1D69BoMdDvvLUQ_ILah0s9Q,2333
后来的我们,5.9,https://pan.baidu.com/s/1d0Of28m66CQNIiYeX2cGrg,pk5f
特工争风,6.6,https://pan.baidu.com/s/1Czfpl2sKS5ohMarzpa2nlw,2333
你好世界,7.3,https://pan.baidu.com/s/1cyMa_jM7e2u7CccZlTHcmw,mvb9
江山美人,4.6,https://pan.baidu.com/s/1CyKbYajwFdcsPv6D52wqtQ,u2kz
双面劳伦斯,8.0,https://pan.baidu.com/s/1cw0PUGRxqZ5d8yD-anGvag,sxko
两生花,8.3,https://pan.baidu.com/s/1CNJDY8FcmZDvF8GPLvusaw,2333
成为简·奥斯汀,8.3,https://pan.baidu.com/s/1Cmoi9bUrcehc8hrzGyAQAQ,w297
鬼夫,7.2,https://pan.baidu.com/s/1cjR-buipTTrBSDG07EYsnw,hza8
我左眼见到鬼,7.3,https://pan.baidu.com/s/1CGmuDwW5QbjYDl5-B2pyAQ,5tp4
普通之爱,7.6,https://pan.baidu.com/s/1cfTby9_SwPHNZHpjBOnstg,spf9
原罪,7.4,https://pan.baidu.com/s/1C6xQwllR7yZbb0KrImgDcA,7i31
电子情书,7.8,https://pan.baidu.com/s/1c470UHSWi1oRXAemegMPkA,lvwb
泡芙小姐,3.6,https://pan.baidu.com/s/1c3AC4F2,n984
罗密欧与朱丽叶,7.4,https://pan.baidu.com/s/1c_tj6XFJpi4lim9y3F2-6A,r3jk
罗密欧与朱丽叶,7.4,https://pan.baidu.com/s/1c_tj6XFJpi4lim9y3F2-6A,r3jk
我的野蛮女友,8.2,https://pan.baidu.com/s/1bYK80C5d-ePF9VKhGGuu1Q,2333
外出,6.6,https://pan.baidu.com/s/1BxT4qEUQijx4IadAAN-f5A,h6qj
最普通的恋爱,7.2,https://pan.baidu.com/s/1BxRymHb9Yxp2a_oSdInACQ,2333
早熟,6.6,https://pan.baidu.com/s/1BrKXUmxibHCj3brqj5PJCQ,ybse
左耳,5.6,https://pan.baidu.com/s/1bp3kD0ISC7sDqr8JG9OZTA,2333
时光沙漏,7.1,https://pan.baidu.com/s/1BoixdYycodb2nSxRh5AWWQ,nqxb
了不起的盖茨比,7.9,https://pan.baidu.com/s/1bMSjfq5hxMgdJ78_bnZy_w,2333
了不起的盖茨比,7.8,https://pan.baidu.com/s/1bMSjfq5hxMgdJ78_bnZy_w,2333
我妻子的一切,7.3,https://pan.baidu.com/s/1bjYVfuziYXl7VF2oFHOsgA,omai
亲爱的新年好,5.7,https://pan.baidu.com/s/1BJ6gWVeFpCFiOCFCFy0R3w,2333
跨越8年的新娘,6.9,https://pan.baidu.com/s/1bi0gV4W0MRffgkDv5qYSBQ,asfl
在云端,7.9,https://pan.baidu.com/s/1bgsQcLmUe15bACyrOPAgyg,n8au
非诚勿扰,7.2,https://pan.baidu.com/s/1bdvdUqp_sHcmWNA7lXd03A,a7e8
红磨坊,7.9,https://pan.baidu.com/s/1B0wHA8Uh2dMV09M_W_SNmA,uzfs
剑雨,7.3,https://pan.baidu.com/s/1B0vmU-IUNO2wRg_CJlDhgg,2333
赌城大亨之新哥传奇,6.6,https://pan.baidu.com/s/1ayQZjcQwATIxbCZgWZYBxQ,j971
少年巴比伦,6.8,https://pan.baidu.com/s/1AXMQy5OsykgrX1dAxQvrRA,iywt
爱情与灵药,7.1,https://pan.baidu.com/s/1AvZCR5HIuGaDIlLBtEAVBA,d24l
天堂口,5.6,https://pan.baidu.com/s/1Au0FC1gx6iXr2KYcVAxSoA,bnxr
喜剧之王,8.7,https://pan.baidu.com/s/1asYQBjggwgxrkorVZdi8bg,2333
倩女幽魂：人间情,4.9,https://pan.baidu.com/s/1ARFIqohgEuV_fUDbh6OlAw,ej1z
弓,7.8,https://pan.baidu.com/s/1aqOzumJH_SUts1MaMOPBMA,acph
新扎师妹,7.7,https://pan.baidu.com/s/1apbfJxkF9JDoO693KyZAAQ,8yb3
戏梦巴黎,8.1,https://pan.baidu.com/s/1AnXVJQbu8LRnWMkBTxewAA,gzu7
全民情敌,7.5,https://pan.baidu.com/s/1AmkdUBPF42q2DtQEhxEMWw,2333
天若有情,8.2,https://pan.baidu.com/s/1AjUME3GcOlaziogX_yTKLg,2333
剪刀手爱德华,8.7,https://pan.baidu.com/s/1AhxEy0KjAAFZpXbTFea49w,2333
你的鸟儿会唱歌,7.7,https://pan.baidu.com/s/1AePkYb646YFHddmVycxAtQ,2333
娼年,5.8,https://pan.baidu.com/s/1adPiloSFDjXiYTI_c3XvLA,2333
北京爱情故事,6.1,https://pan.baidu.com/s/1acSygUmffpoUU6MvE5Ye9Q,2333
得闲炒饭,7.1,https://pan.baidu.com/s/1Abv4asCefDzRE7v5Gl4GEg,toz4
重庆森林,8.7,https://pan.baidu.com/s/1aBSihz07Rz0Qpdf6OzglaA,6c37
BJ单身日记2：理性边缘,7.2,https://pan.baidu.com/s/1a4X2mR5fvxOFv-BXEX5MQA,2333
朱迪,7.5,https://pan.baidu.com/s/1a0X5Atz9O1y5Ln6ZXar20Q,dhoh
恶之华,5.2,https://pan.baidu.com/s/19VLmYyFfUOJ0vUpFUVVdIQ,h765
生活多美好,9.3,https://pan.baidu.com/s/19IYTFkXFGasOHnuskTP79A,2333
我在雨中等你,8.2,https://pan.baidu.com/s/18zADuGlS1ij-40gDS9uaTg,sbw6
绿茶,6.2,https://pan.baidu.com/s/18xWj0XAlIgeJNg8nhJd9Jw,zgmf
万物理论,8.3,https://pan.baidu.com/s/18VdlCp8-nrc1nCjsPkWM4w,2333
穿越时空的少女,8.6,https://pan.baidu.com/s/18nbOmFqpMY-UN2s9mGkyfw,2333
夏日么么茶,6.7,https://pan.baidu.com/s/18KrWfHnlvPletCQ2TuLpwg,2333
卧虎藏龙,8.3,https://pan.baidu.com/s/18HStLBzgMN_1bxJuY8w_WQ,5mzx
霸王别姬,9.6,https://pan.baidu.com/s/18DYQBrCURZZFsm8iklrGzQ,2333
蓝白红三部曲之蓝,8.5,https://pan.baidu.com/s/17un-vZsPRhm8PhNvD5YvnQ,o5r8
冷战,7.8,https://pan.baidu.com/s/17RrD7IuCMeNNM-JmH2zkzA,t7fn
秋天的童话,8.5,https://pan.baidu.com/s/17gVB3hWLZeKF7DivifkdRQ,1wj8
最好的我们,5.4,https://pan.baidu.com/s/178JtKFVWIslhyCeEy5Dumg,2333
杯酒人生,7.9,https://pan.baidu.com/s/171rL-wKQ0WY8y9UzJr7jsw,2tw9
江湖儿女,7.6,https://pan.baidu.com/s/17_sT2mw59vrGOZbwxZWdiA,dc50
面纱,8.3,https://pan.baidu.com/s/15FcYrgRCXX8aIbKbk9VXuw,2333
舞出我人生4,7.6,https://pan.baidu.com/s/15ED1jmcSinTzNPHyjsu9KQ,2333
澳洲乱世情,7.3,https://pan.baidu.com/s/15920LhxKLTpzYeIH_vy3Fg,hgtm
千禧曼波,7.2,https://pan.baidu.com/s/158gKFwsSvSaYH3NrHnzCog,pnt7
我的P.S.搭档,7.1,https://pan.baidu.com/s/1538zmbPoJy-sQzHAMAclqg,2333
夜间飞行,8.3,https://pan.baidu.com/s/15-8Q13nmDC5dM4wJFv3UjA,tldg
爱在黎明破晓前,8.8,https://pan.baidu.com/s/14zF9ueve0ISj04w7BSs37Q,b72p
他其实没那么喜欢你,7.8,https://pan.baidu.com/s/14VxYRDKK7JvZTznid1c04w,bg4t
美食、祈祷和恋爱,7.3,https://pan.baidu.com/s/14Nw7mI5RFmcOwdc3hf_M8g,gcte
八月迷情,8.3,https://pan.baidu.com/s/14KMn71Tc-oMEj276l0hgog,5iys
布鲁克林,7.8,https://pan.baidu.com/s/14H3_3RHUZuOUtCec1sbYnw,klzy
大话西游之月光宝盒,9.0,https://pan.baidu.com/s/147CnK64wOsiKQd1mSAOfyA,zxtx
大鱼,3.8,https://pan.baidu.com/s/13urOOEsPC9d8bO7OAQvbkw,ao7r
爱在午夜降临前,8.8,https://pan.baidu.com/s/13UFVUy-WuaZUshc5RjA1vQ,q48p
舞出我人生,7.7,https://pan.baidu.com/s/13TEKjvq3xSQXOcXkFiQ2SQ,2333
赛末点,8.1,https://pan.baidu.com/s/13Gn753uvZJ1jNfJ4c57OAg,0nsn
致所有我曾爱过的男孩2,6.3,https://pan.baidu.com/s/13bzwM4VTQ9-cVhxS2qVWDg,v4mp
艳贼,7.4,https://pan.baidu.com/s/13-CF7hYhLrNMxwyy8APpQQ,q11q
胭脂扣,8.4,https://pan.baidu.com/s/12V08X2KvgWyr3e__m8svYA,b1sg
纽约，我爱你,7.6,https://pan.baidu.com/s/12UHsT5dM4rabQA5K4t5yHw,92zk
茜茜公主2,8.4,https://pan.baidu.com/s/12FKLFP3YdGJLK9vO3_cE-g,f92j
我仍然相信,6.5,https://pan.baidu.com/s/12fF-XnTy-6OstEFMIQsmag,b912	
旺角卡门,7.8,https://pan.baidu.com/s/12dLuEDBCajItURz9lQ362A,we97
唐璜,6.3,https://pan.baidu.com/s/12-b6qvJ28PxMd1iuT-WNzw,82o2
暮光之城4：破晓(上),6.7,https://pan.baidu.com/s/11ttwyZwmUsEEBQa2AHKg6A,2333
布拉格之恋,8.2,https://pan.baidu.com/s/11fu4VhfddfkBJ9Nq0tcGBw,7nw3
炮友,6.6,https://pan.baidu.com/s/11dnq2VHv-NE_mR0N5QQAyQ,2cvz
烈焰焚币,8.6,https://pan.baidu.com/s/11B6utTl-mzPxfAf3vNl_VQ,gouh
海吉拉,7.1,https://pan.baidu.com/s/11aGdAMZAgEJpxavYfSYsug,zj7k
鬼魅浮生,7.5,https://pan.baidu.com/s/114KHsUzjbowZwZIAosn6Cw,2333
活色生香,7.6,https://pan.baidu.com/s/10WYyJ9ck0Hjm4RROmRSpSQ,bl70
午夜巴塞罗那,7.8,https://pan.baidu.com/s/10p_oE2Ugn9MLA8swtwY6-g,2333
电影人生,8.1,https://pan.baidu.com/s/10LSLYdxwvuNqzev_aqXxpw,2333
每当变幻时,7.9,https://pan.baidu.com/s/109859c7lOG8ML573KssOBw,7kl7
花田喜事,7.6,https://pan.baidu.com/s/105SX8otRceVG7EkBswvb7w,en69
滚蛋吧！肿瘤君,7.4,https://pan.baidu.com/s/104BFWncTDNm_CLZaYkTO-g,2333
歌剧魅影,8.5,https://pan.baidu.com/s/1-TtfqRiMZSiWMDU6M0eF-g,sru9
将爱情进行到底,6.6,https://pan.baidu.com/s/1-cUJkdt62VhMSWQ2fZJZ-Q,2333
假结婚,7.1,https://pan.baidu.com/s/1-AM8HAfu-9WNi6YSmfzCgA,2333
漫长的婚约,8.1,https://pan.baidu.com/s/1-2UjoyWeC0AQfrKOGXeMdg,2333
蓝白红三部曲之红,8.7,https://pan.baidu.com/s/1_tOj7pJtYI6V-UzMJ_gUcw,4z3m
孤男寡女,6.9,https://pan.baidu.com/s/1_RX2OwC7iwV_iL1mTtcmnA,fyhy
年轻的维多利亚,7.3,https://pan.baidu.com/s/1_IRWl4KXVVzjFkkPuvaMoA,2333
时光尽头的恋人,6.6,https://pan.baidu.com/s/1_ddQwQlhybc3k1L0Djznuw,fugk
蒙娜丽莎的微笑,7.8,https://pan.baidu.com/s/1_2pKGdJ8W_yhD4wIWQ4M6Q,2333
