标题,豆瓣评分,链接,提取码
范海辛,7.2,https://pan.baidu.com/s/16GEXUuv3nx0qGFLZecXz_w,65u8
改朝换代,7.2,https://pan.baidu.com/s/14jEyaJRJoSqnCZaa6ALvDQ,z0ws
蔷花，红莲,7.2,https://pan.baidu.com/s/1F9zFVGl_Qvyje-mSbzmxJA,rgnz
魔鬼司令,7.2,https://pan.baidu.com/s/1CjPNi0ukS1LIJ2PcLvOa2Q,5u03
旧日噩梦,7.2,https://pan.baidu.com/s/1XDHjit1Hfq3ZiZonxFuCqg,jiew
极品飞车,7.2,https://pan.baidu.com/s/1K79212qLnH_mqSnd5U0chQ,dsj6
鬼夫,7.2,https://pan.baidu.com/s/1cjR-buipTTrBSDG07EYsnw,hza8
密室逃生,7.2,https://pan.baidu.com/s/1tqkKvAm3Q9iy2xC2csKqSA,8888
星际旅行7：斗转星移,7.2,https://pan.baidu.com/s/1u300-5YXeQbMX8GpQNy7_A,4gon
特工绍特,7.2,https://pan.baidu.com/s/1CIo7kUD-znvZ5sy525YjyQ,2333
侏罗纪公园3,7.2,https://pan.baidu.com/s/1uPzYNUHsCyiISgaclC0zmw,rxo6
生死之墙,7.2,https://pan.baidu.com/s/1l_aB3dOj_0qTtxMa6s0Q_g,f4ws
别惹我,7.2,https://pan.baidu.com/s/1WjFpvr4JdxD3696FQOuf2Q,bvpl
杀手：代号47,7.2,https://pan.baidu.com/s/1J1ekANFxfReQx_xhszuJfw,1g9b
碟中谍2,7.2,https://pan.baidu.com/s/10ANujBgaIjZylWSOT9VcAw,2333
德州电锯杀人狂,7.2,https://pan.baidu.com/s/1EaXygfYN7_ocojiMTTz2ig,2333
毒液：致命守护者,7.2,https://pan.baidu.com/s/1KD7qkAstPXm7yg4kTmDCqA,jtgb
可爱的骨头,7.2,https://pan.baidu.com/s/12Q_fMs6XSGV_18KGs3iF3A,2333
生人勿进(美版),7.1,https://pan.baidu.com/s/1gcYgBWTY_OeumfdTtjqfrA,jx3i
致命黑兰,7.1,https://pan.baidu.com/s/1Z_pVPG37H-ABx1LbeVGVtA,2333
诡丝,7.1,https://pan.baidu.com/s/1-1NBGzOJxGU9Oj-ECZy5sg,8h9o
盲流感,7.1,https://pan.baidu.com/s/1zTuwMqj55u-FwFQTv1LDAQ,rwvg
老妇杀手,7.1,https://pan.baidu.com/s/16bEZ5Ge7Ax-Pb74HZ7EiSA,5tnm
屏住呼吸,7.1,https://pan.baidu.com/s/1fQgbPZ49DbTQot3MYjjptg,2333
救命解药,7.1,https://pan.baidu.com/s/1B2Fapupxx8yvPys3_VOBkg,tr9c
空中危机,7.1,https://pan.baidu.com/s/18dvMVIHANyPfodE3C_CWBw,4msy
惊变28天,7.1,https://pan.baidu.com/s/14-8B3nhaiCXS3kYXZ2EKMw,2333
灵魂摆渡·黄泉,7.1,https://pan.baidu.com/s/1vsvGsr1VU-Qz4WNPUoemwA,cdro
感官游戏,7.1,https://pan.baidu.com/s/1hE1mJ4vYFI3E2GcHkFyEvw,2333
全面回忆,7.1,https://pan.baidu.com/s/1ZDV9ZggvtcCkCD97GW6uTg,dw1n
尖峰时刻,7.1,https://pan.baidu.com/s/1l4IhEB54otzin6NuBj_LzA,2333
怪胎,7.1,https://pan.baidu.com/s/1IIiUTfAlP3A07fF1yn47BA,2333
记忆大师,7.1,https://pan.baidu.com/s/1sTuWVuPzdZQRSj_q3dml1w,cuez
死神来了3,7.1,https://pan.baidu.com/s/1wUoy1xHJ5tZz8-ErTUiS6w,2333
夺宝奇兵4,7.1,https://pan.baidu.com/s/1YgGv5nLG2QMiyJg7uQ90Zw,2333
反抗军,7.1,https://pan.baidu.com/s/1KAyh-pEj6zpCES39i0iiIg,2qrh
娑婆诃,7.1,https://pan.baidu.com/s/1ZgUJLoqy_EE7H-bi5l_bYw,pwx1
谍海计中计,7,https://pan.baidu.com/s/1tPCjfSplzUL91WUeBxqf5w,t8hy
暮光之城4：破晓(下),7,https://pan.baidu.com/s/1dMPPavllGGFXnyA4XNQ6HQ,2333
无敌浩克,7,https://pan.baidu.com/s/1AbdXaD2cXcnzVvXzUQIaMw,5ask
传染病,7,https://pan.baidu.com/s/1I38q33ndSznLD9HXn6a-Ng,jr92
机械师,7,https://pan.baidu.com/s/1Lnn7co8WKfM-534iiFccYA,2333
星际旅行10：复仇女神,7,https://pan.baidu.com/s/1IJ6FrEJA6LDIz-rCTbtwSA,bvkc
厉鬼将映,7,https://pan.baidu.com/s/1cme0ZqLkiFxHIuuVSlrXkA,2333
夺命地铁,6.9,https://pan.baidu.com/s/1-86TEgXUBPS20mDeIuvCHg,x4uy
猛鬼街3,6.9,https://pan.baidu.com/s/1CNsql-6xjGJD95meFFVgww,b9fw
巴克劳,6.9,https://pan.baidu.com/s/1jkNJw3TjUGMoFJWcV418gA,heog
藏品,6.9,https://pan.baidu.com/s/1gzJr2VtXUwu7tJjZdJirPw,2333
德州电锯杀人狂,6.9,https://pan.baidu.com/s/1EaXygfYN7_ocojiMTTz2ig,2333
门锁,6.9,https://pan.baidu.com/s/1N-E_RbiEhhtLRrHwRkvekg,3lou
捉迷藏,6.9,https://pan.baidu.com/s/1HGEfrGMbM3AllvYHxuhVng,ebkx
超能失控,6.9,https://pan.baidu.com/s/1-nBeBvFh4Eo2kv3wNJZwhg,2333
来了,6.9,https://pan.baidu.com/s/1WTqwIGtXJ49nwegD0IrrzA,a2bk
终极面试,6.9,https://pan.baidu.com/s/15uttTB4uM3Bo6tsIVi83cw,g57a
五路追杀令,6.9,https://pan.baidu.com/s/1QPkLMTcDwiMktJYE6QLpLg,ifaf
无尽,6.9,https://pan.baidu.com/s/1rEkeFtdwLPF1nJN1_aUxpw,znun
尖峰时刻2,6.9,https://pan.baidu.com/s/1JLWHNtstUQnOJtOazqwItA,2333
恐怖蜡像馆,6.9,https://pan.baidu.com/s/1pUxPSZ_1zI1gSbJv_XZdYw,q44c
星际旅行5：终极先锋,6.9,https://pan.baidu.com/s/1ypHlsH-QQHC2JjAoXIctVA,iew7
边境,6.8,https://pan.baidu.com/s/1cK1jpren_yXQ8iuz-UlD5A,etxq
铁线虫入侵,6.8,https://pan.baidu.com/s/1_9WcZ7wddumJizyBANKgPA,2333
全职杀手,6.8,https://pan.baidu.com/s/1579gxArTi_fbwuYK815dfA,ov49
你是下一个,6.8,https://pan.baidu.com/s/1NEFEV4TLWkMFE9I3ogB2ww,2333
德州电锯杀人狂前传,6.8,https://pan.baidu.com/s/1JjVZfQM5uDZ_48VepByyVQ,2333
敢死队3,6.8,https://pan.baidu.com/s/1iHMsgbndKQC5Nxq3TMQMEg,2333
抓住救命稻草的野兽们,6.8,https://pan.baidu.com/s/15QNKC_kmJkLV5f1GNXq3lw,osbu
死亡录像2,6.8,https://pan.baidu.com/s/1wdrXV0THPlF-F4d5ojB4fA,blda
不死劫,6.8,https://pan.baidu.com/s/1Ong7iK5d36myRQaCXXJZeA,u5na
黑侠,6.8,https://pan.baidu.com/s/13a-1Jjy5yXgifzZfjsSCZg,tpcy
怪形前传,6.8,https://pan.baidu.com/s/1aPOblJ9hVNKwI81TmPd7DQ,2333
老师的恩惠,6.8,https://pan.baidu.com/s/14ieMZwWZolP23dPJaJDD5g,emry
鬼新娘,6.8,https://pan.baidu.com/s/1lYoPebGKo--KMDQ8JXZtCg,8ng1
敢死队,6.8,https://pan.baidu.com/s/1QchIrWtjgGY7asUiBySGGg,2333
危情谍战,6.8,https://pan.baidu.com/s/13aCPOHOZnPLNJrcaxzgaOw,gm0j
科洛弗道10号,6.8,https://pan.baidu.com/s/1uOwY94xfxLlYaNmt5jjvjA,9lnr
人皮客栈2,6.8,https://pan.baidu.com/s/1eahwJW5N6qKw4tWCCuOqRw,jmsv
富贵开心鬼,6.8,https://pan.baidu.com/s/1mP9IkjmKwaBx8hRDNt8UYw,qjo5
断裂,6.8,https://pan.baidu.com/s/1plk0MfXXhkdXHQkn5EO_1A,2333
老虎出更,6.8,https://pan.baidu.com/s/1ZBV46CjNhwjQBJHmBwbfdQ,fgra
天作谜案,6.8,https://pan.baidu.com/s/1uLxvj0wcBr0B_3Er7M9jfw,d99h
谍影重重4,6.8,https://pan.baidu.com/s/1LkrVHubvMeo30GgX7p4Oeg,2333
复仇,6.8,https://pan.baidu.com/s/1zSIr2y_ZUTxWNqfeWMIuYg,7bfv
中邪,6.8,https://pan.baidu.com/s/1T_MSoi6mP-IvceknBumDcg,2333
杀手蝴蝶梦,6.8,https://pan.baidu.com/s/1pDY43NIMQaWahmDJUKieuA,zzz8
13骇人游戏,6.8,https://pan.baidu.com/s/1z30lUu_Hk3oVSdNcxxz42g,2333
心慌方2：超立方体,6.8,https://pan.baidu.com/s/1dQ4yeNH4hHM7o6zUiY2K8g,eja9
龙之吻,6.7,https://pan.baidu.com/s/11eL2LBuL4XMkC2h_pKNGZg,y4bb
Office有鬼,6.7,https://pan.baidu.com/s/17A0p9wHGiMrHSJHy0bo-dA,mvr7
坐火车旅行,6.7,https://pan.baidu.com/s/1Z0HuW7ntZY2hQNCJO1Kv5g,9ii0
等着你,6.7,https://pan.baidu.com/s/1sKxWLgXgeeLdXqR_RzNtJQ,gg7r
死神来了5,6.7,https://pan.baidu.com/s/1EibV30aOYUNbz2ch4bWugA,2333
透明人,6.7,https://pan.baidu.com/s/1VEd8NFCn8J7GdWNqgZwaJw,2333
未来战警,6.7,https://pan.baidu.com/s/1p0R1T9vzldgOCIKialPJYg,1bht
准备好了没,6.7,https://pan.baidu.com/s/1U_bCyc00XBdGoy7OY5WKSA,twec
鬼娃回魂2,6.7,https://pan.baidu.com/s/1y6VDqV_1mggyokpzq_65bg,2333
画皮,6.7,https://pan.baidu.com/s/1u7eaTW0l3fOXbpNWGSlFcw,4pb3
暮光之城4：破晓(上),6.7,https://pan.baidu.com/s/11ttwyZwmUsEEBQa2AHKg6A,2333
暮光之城3：月食,6.7,https://pan.baidu.com/s/1t4snGThZkyI6RCKCSJLRTg,2333
暮光之城2：新月,6.7,https://pan.baidu.com/s/1nCtoEgHSauCnAjIeC6GbsQ,2333
险恶,6.7,https://pan.baidu.com/s/12lB09IpgBJVezQQwy5eFdw,2333
终结者2018,6.7,https://pan.baidu.com/s/1Wjos85f5J5Vunt38XWX2zA,2333
神秘代码,6.7,https://pan.baidu.com/s/1vUTIBaxrSKkhwzZ8kVbGzw,4jgb
在无爱之森呐喊,6.7,https://pan.baidu.com/s/19zBd7sqPVWYJCzDXyJ0DnA,2333
反恐特警组,6.6,https://pan.baidu.com/s/1NND2YEBopiTK8a5UbsK59g,1eqi
红衣小女孩2,6.6,https://pan.baidu.com/s/1mIklEnvMgY0Ph_vKh-A5Aw,ungy
狂蟒之灾,6.6,https://pan.baidu.com/s/1W--NcZkSv-Ln0iNR0Gj_Hg,2333
极限特工2,6.6,https://pan.baidu.com/s/1X4-py4sKXfIfKTYTJD-f4w,uphq
灵魂战车,6.6,https://pan.baidu.com/s/1qT9utztPWNRoZV-MNq0AKQ,zc9f
心灵传输者,6.6,https://pan.baidu.com/s/1W03TF54bf2g9oMa-nOijhA,zcdi
格林兄弟,6.6,https://pan.baidu.com/s/1ra2ZJTJplOAgI4emQ-P2vg,2333
13骇人游戏,6.6,https://pan.baidu.com/s/1z30lUu_Hk3oVSdNcxxz42g,2333
趣味游戏美国版,6.6,https://pan.baidu.com/s/1u9EYP7f76MnaQHRZMyA8gw,7lnz
惩罚者2：战争特区,6.6,https://pan.baidu.com/s/1OYBILR6IyQz_UoEzKmOLCw,ax7i
完美陌生人,6.6,https://pan.baidu.com/s/1w5IKXA9R0Wulv6TbeH0w6Q,fowd
请寻找我,6.6,https://pan.baidu.com/s/18LD2oLFYdKqYvdRi-fpBiA,t3nj
魔屋,6.6,https://pan.baidu.com/s/18MDu5oy3cpQtLqoh2qNY2g,cpwq
薄荷,6.6,https://pan.baidu.com/s/1vjQtSljDNqWhYKMaEQ3LCg,s2rc
要听神明的话,6.6,https://pan.baidu.com/s/1VMPDrKJwhxKAU2PeXZkBAw,4xgm
大块头有大智慧,6.6,https://pan.baidu.com/s/1SR7xNMOFKpvfb9l1mx85Fw,jtl1
阴阳路2：我在你左右,6.6,https://pan.baidu.com/s/1JPvCZMtVFDR8JltaSedTdQ,c444
解除好友,6.6,https://pan.baidu.com/s/1JkA7Ec1vbV_u_ULJtPY9VA,n1pi
家怨,6.5,https://pan.baidu.com/s/1h_UmarD3XSiiCp2jqgaQpQ,1j95
我唾弃你的坟墓,6.5,https://pan.baidu.com/s/1g4-QslThrg-nFyzy4PS8Jw,jp3z
黑白森林,6.5,https://pan.baidu.com/s/1FH1FsHQRrpyEWVvSGSfEpQ,jppf
弯刀,6.5,https://pan.baidu.com/s/1O6tCEHGkqEuqQ97x0UPASA,9c6u
死神来了4,6.5,https://pan.baidu.com/s/1VhhczAwX4Iqd_7sH0CoBBQ,2333
惩罚者,6.5,https://pan.baidu.com/s/1qHjlx0wB6fglOHJ4Bop1uQ,2333
黑色大丽花,6.5,https://pan.baidu.com/s/1A6GEv15Cx_dYphXGSVWkFA,oks4
后窗惊魂,6.5,https://pan.baidu.com/s/1fl8BTbgZzqxU6e71DfNsZg,g2yc
老男孩,6.5,https://pan.baidu.com/s/1jAIM1XxsysACme6DbRn4cQ&shfl=sh,2333
鬼哭神嚎,6.5,https://pan.baidu.com/s/1t4Mn-dSRVPiV5wRuOkB1VA,yxq7
我们,6.4,https://pan.baidu.com/s/1IVYkbNFvMd2FZPvWOqwuQQ,48hp
考死：血之期中考试,6.4,https://pan.baidu.com/s/1xGgWFHkYATBx7N0up-KYvw,8nsm
无人生还,6.4,https://pan.baidu.com/s/1KlsfcaOPwfy-q8UV77nQKg,iig7
匿名者,6.4,https://pan.baidu.com/s/1CTVOdwFByd7rVADM1xPfEg,epw0
游侠,6.4,https://pan.baidu.com/s/1PE_5kADHOsiQm7zmu1FaVA,dykg
狂蟒之灾2,6.4,https://pan.baidu.com/s/1eTmpI_51q0V7-bRoiS9TxA,2333
两个心脏,6.4,https://pan.baidu.com/s/1xobcwRfbbbWtHJyZJmahRQ,2333
谜一样的双眼,6.4,https://pan.baidu.com/s/1UOpvOGETiUqBdwjRvcoFyw,95fe
高草丛中,6.4,https://pan.baidu.com/s/1ppGscaowb3hQZ2XUHlQxNA,2333
盲女72小时,6.4,https://pan.baidu.com/s/1_ElG0LzhosfIDZQmEjt3-w,1a13
人类清除计划2：无政府状态,6.4,https://pan.baidu.com/s/1bFQdsVldNjAFhRTuqlWNPg,4oka
摩天营救,6.3,https://pan.baidu.com/s/1YW8cB0dZHjkwjyXL49NPjA,2kbq
死亡飞车2,6.3,https://pan.baidu.com/s/1PpWxaZP62AbCbgdGKGSIEQ,xxnh
猩红山峰,6.3,https://pan.baidu.com/s/1uHvXFYSDA613b9NVwMvQfA,2333
末日病毒,6.3,https://pan.baidu.com/s/1BEyC2y1bCuWaXVYv-chZsw,9m1o
新铁血战士,6.3,https://pan.baidu.com/s/1jyrUHqSvmO-Q-3Iiqt4ATA,2333
目击者,6.3,https://pan.baidu.com/s/1pd6AkOO5lFaoglhK_4ulew,2333
狼牙,6.3,https://pan.baidu.com/s/14M4b_TsQHIca42cLFq61gw,2333
虎胆龙威5,6.3,https://pan.baidu.com/s/17F1prDgNdSmHqflN88Likw,dodf
龙潭虎穴,6.3,https://pan.baidu.com/s/1CMwmgexGsyqfIwNC6XcZWg,ahrn
我唾弃你的坟墓,6.3,https://pan.baidu.com/s/1g4-QslThrg-nFyzy4PS8Jw,jp3z
我唾弃你的坟墓2,6.3,https://pan.baidu.com/s/1w5fyNUPdbksJqR0rtVHL-g,yf37
鬼影特攻：以暴制暴,6.3,https://pan.baidu.com/s/1dI8VSkzQJfkIj3tvt-qYfg,hktz
吸血鬼猎人林肯,6.3,https://pan.baidu.com/s/1P8p4ngW4h0pfuYfS0_CkRw,2333
犯罪现场,6.3,https://www.yun.cn/s/2d9c41cc5cc64bf2a33278fbef6c1969,无
惊魂鬼屋,6.2,https://pan.baidu.com/s/1HqAfbdinRJTd7YEgJqo6Tw,2333
人类清除计划3,6.2,https://pan.baidu.com/s/1BMFpXzLAe_dvdW55xKo03g,dtze
安娜贝尔,6.2,https://pan.baidu.com/s/1K11qo2BMktNamSbWV_i1Mw,2333
航班蛇患,6.2,https://pan.baidu.com/s/1kRZF3gYdecYKZk8X_NNVDg,2333
针孔旅馆,6.2,https://pan.baidu.com/s/1io6KdU0Q3jsgBoXwdAt_FQ,90br
伦敦陷落,6.2,https://pan.baidu.com/s/1f9p1KOQ_FBv4rNymhT9k3w,2333
真心话大冒险,6.2,https://pan.baidu.com/s/1PxP0-Wx5ShsuNh9GS2QXMQ,3sml
但丁密码,6.2,https://pan.baidu.com/s/1a_ujogKMob30EoXyB2Ee3Q,amlb
死亡录像3：创世纪,6.1,https://pan.baidu.com/s/1UDbIQRz9w53QpcRPnfeRJA,2jku
新猛鬼街,6.1,https://pan.baidu.com/s/1KWfKhlIjj6_YLgGfxKuYRQ,xfdy
毁灭战士,6.1,https://pan.baidu.com/s/1adhaTE81ujVKxFT8UZfVuA,2333
关键第四号,6.1,https://pan.baidu.com/s/1jPz3KOPJOuutdo8-jA5m-Q,5vln
天使陷落,6.1,https://pan.baidu.com/s/1umrFqCTl6i_3tsFWd5g4nA,b8ub
狩猎的时间,6.1,https://pan.baidu.com/s/1KCKri_rCvybk4FoO1sCGUA,ic6m
惊涛迷局,6,https://pan.baidu.com/s/18P8xEQiSjj_hBg5ymNKoSw,76pr
宿主,6,https://pan.baidu.com/s/1WYATqVjVxKsxK3x31966Gw,4p8a
倒忌时,6,https://pan.baidu.com/s/1ZHVht76eLoLaFm7vNtLjlQ,9cm9
异能,6,https://pan.baidu.com/s/1rrs6yueoFRJFWTtj9Xmn5Q,ltjg
深海寻人,5.9,https://pan.baidu.com/s/1WcskJ0a3OdSgze3Wnw06DA,2agv
修女,5.9,https://pan.baidu.com/s/1aIwd5tMu0M8pwzm00yXIkA,2333
锦衣卫,5.9,https://pan.baidu.com/s/1ka6mw-PnrRSE-johR1akhw,u36w
神枪手,5.9,https://pan.baidu.com/s/1_16wOSNMrOKzIvaILoqHog,zurg
人类清除计划,5.9,https://pan.baidu.com/s/1vpiXkpK3wFO4NQcnJc09yQ,llsy
异形大战铁血战士2,5.9,https://pan.baidu.com/s/1mr0xNlDbO2hNV5_D-O_Dvw,7nai
布拉芙夫人,5.9,https://pan.baidu.com/s/1uJuIMGxo8W4XCPAQ5yKvIw,v7qy
飞龙再生,5.9,https://pan.baidu.com/s/1nPOIfo3A3VkHpNPFGTesNA,eqfl
斯宾塞的机密任务,5.8,https://pan.baidu.com/s/14Qnz9zzYfQSmmw1wb8gE5Q,vci6
杀人者,5.8,https://pan.baidu.com/s/1DehWI4aVNvKRkqOXip3RsA,2333
超胆侠,5.8,https://pan.baidu.com/s/1Gq5eIIfeKxLpr10zFP9pAA,i4em
B+侦探,5.8,https://pan.baidu.com/s/1B488laqg1LnnWBbvjOqQnA,2333
红衣小女孩,5.8,https://pan.baidu.com/s/10q66s6DS-HfyvtHdw9akPw,nm9i
狂暴飞车,5.8,https://pan.baidu.com/s/1MDcCmbz1LyjqUvHAVimq-A,2333
灵魂战车2：复仇时刻,5.7,https://pan.baidu.com/s/1_0gWHOjBvCeQYUhu-BJvuQ,3gkh
本能2,5.7,https://pan.baidu.com/s/1i8O9zXi-stg-F670d-xojQ,hwp2
失落的大陆,5.7,https://pan.baidu.com/s/1lCh-Hrj93zg9a3G8bz22UA,7bny
屠夫小姐,5.7,https://pan.baidu.com/s/1Kb-16CMh_TbEcxrPdE5Fvg,2333
死亡录像4：启示录,5.6,https://pan.baidu.com/s/1U1dD4QhVfDF0R9uZ9KTGxQ,a0dc
我唾弃你的坟墓：复仇在我,5.6,https://pan.baidu.com/s/15J4528YbgK8qt5mvnjU2uA,pa99
巨鳄风暴,5.6,https://pan.baidu.com/s/11SN7Y7DpAGU2BhmN86Axwg,2333
德州电锯杀人狂3D,5.6,https://pan.baidu.com/s/1WS2ex4TmKfQB-tAgT9IQUQ,2333
乡间小屋,5.6,https://pan.baidu.com/s/1cSBcE66r2J2yyhGEFZk89A,otpi
木乃伊3,5.6,https://pan.baidu.com/s/1S6KzNJzyoYTDKDXkqH0-zA,2333
人兽杂交,5.5,https://pan.baidu.com/s/12oYsBxMQaPKszypEZ7iZ7A,2333
伦敦战场,5.5,https://pan.baidu.com/s/1ZZwoEGsQr2YiFclyU2lKbw,o4ct
人类清除计划4,5.5,https://pan.baidu.com/s/1uHJ8T9qoXGTBEr4z3Tuo3A,2333
捉迷藏,5.5,https://pan.baidu.com/s/1HGEfrGMbM3AllvYHxuhVng,ebkx
大逃杀2：镇魂歌,5.3,https://pan.baidu.com/s/1oZPGooSjRHng_0WcuzstBw,l25x
格蕾特和韩塞尔,5.3,https://pan.baidu.com/s/1hBHTaewHzy9lQ1ddqZkXRw,koot
恶之华,5.2,https://pan.baidu.com/s/19VLmYyFfUOJ0vUpFUVVdIQ,h765
鲨海逃生,5.1,https://pan.baidu.com/s/1s8TdmSAUKTZmqXNJFWHZIQ,5veg
狂蟒之灾3,5,https://pan.baidu.com/s/1IsY9zpPntBtwfXuQN7yG2g,2333
铁血战士,5,https://pan.baidu.com/s/1Eeoy7v0AnnU6NVxMDb6vOw,li9u
进击的巨人真人版：前篇,5,https://pan.baidu.com/s/1FiA6_KgDHaqEsWGdj4g-lQ,o6i0
灵偶契约2,4.9,https://pan.baidu.com/s/1DttEMzMe8BgefZ5xZPMz5A,zeol
继承,4.7,https://pan.baidu.com/s/102w960x1a-UcUvTuXO0zOw,gtod
狂蟒之灾4,4.6,https://pan.baidu.com/s/1L9ckqdrOoTf3tt8ggdvGUA,2333
龙之战,4.2,https://pan.baidu.com/s/1FnNqr8G_JsE5Jqhc6cwrtA,fito
死亡笔记,4.1,https://pan.baidu.com/s/1Ar07eDfIH_JWsXXxGzT9ug,2333
绝命47小时,4.1,https://pan.baidu.com/s/1NXpPTt8a7_8AwLUjnZxsNA,hstp
京城81号2,3.8,https://pan.baidu.com/s/11zxzpo7QEbUXeEAauGqXCg,2333
